" I Do it For You"|"Bryan Adams"|1991|8|"6eBK3edMW7bEzecF1eCezc"|"3Z02hBLubJxuFJfhacLSDc"|"061uAXmheZOILmf2rr3tTn"
"I Will Always Love You"|"Whitney Houston"|1992|7|"4eHbdreAnSOrDDsFfc4Fpm"|"6XpaIBNiVzIetEPCWDvAFP"|"7JVJlkNNobS0GSoy4tCS96"
"My Heart Will Go On"|"Celine Dion"|1998|3|"33LC84JgLvK2KuW43MfaNq"|"4S9EykWXhStSc15wEx8QFK"|"1tfS7Fo1UtAxQSf256fnYs"
"Nothing Compares 2 U"|"Sinead OConnor"|1990|101|"3nvuPQTw2zuFAVuLsC9IYQ"|"4sD9znwiVFx9cgRPZ42aQ1"|"34hQFIwGTLf03BZQmGL0iy"
"Candle in the Wind 97"|"Elton John"|1997|101|"0P5vVASbVxf54XSUY1WCMq"|"0dJ4EXAj8j47TP3U47T4Sj"|"0EgbRvVtTdT16UMMfhlUtC"
"Believe"|"Cher"|1998|101|"2goLsvvODILDzeeiT4dAoR"|"72OaDtakiy6yFqkt4TsiFt"|"0jZfbz0dNfDjPSg0hYJNth"
"Gangstas Paradise"|"Coolio"|1995|101|"7lQWRAjyhTpCWFC0jmclT4"|"3y24n3XhZ96wgwRXjvS17T,2LhsePRtgCo4THVKULQBL7"|"0fYctMs4EvoEqzDh8Kmg5g"
"Ill Be Missing You"|"P Diddy & Faith Evans"|1997|101|"1yy2DlSDtEt90d54rPDPXz"|"59wfkuBoNyhDMQGCljbUbA,7urq0VfqxEYEEiZUkebXT4,5NDMothbpdpq2xHqSjrrWn"|"33hEDxsIVGf7R6wRdZBQOw"
"Baby One More Time"|"Britney Spears"|1999|101|"3MjUtNVVq3C8Fn0MP3zhXa"|"26dSoYclwsYLMAKD3tpOr4"|"3WNxdumkSMGMJRhEgK80qx"
"Wannabe"|"Spice Girls"|1996|101|"1Je1IMUlBXcx1Fz0WE7oPT"|"0uq5PttqEjj3IH1bzwcrXF"|"3x2jF7blR6bFHtk4MccsyJ"
"Mmmbop"|"Hanson"|1997|101|"0lnxrQAd9ZxbhBBe7d8FO8"|"0SdiiPkr02EUdekHZJkt58"|"3StpQT9Qd87FSeWeQAdg1h"
"Macarena"|"Los Del Rio"|1996|101|"4oaj36KzXRgDg4McgcTsZK"|"2JXn03fudjyRkQ1Ye9f5rk"|"6yPJmxBhq3zxj9gfTddfyU"
"The Sign"|"Ace of Base"|1994|101|"0hrBpAOgrt8RXigk83LLNE"|"5ksRONqssB7BR161NTtJAm"|"5UwIyIyFzkM7wKeGtRJPgB"
"Cant Help Falling in Love"|"UB40"|1993|101|"3j8ya4NLFQK3H6vt7TsjFa"|"69MEO1AADKg1IZrq2XLzo5"|"77uxR8ZCoi232W6g2KcJFF"
"Dont Speak"|"No Doubt"|1997|101|"6urCAbunOQI4bLhmGpX7iS"|"0cQbJU1aAzvbEmTuljWLlF"|"3VekjWskUut57hx6W9wqL8"
"Vogue"|"Madonna"|1990|2|"27QvYgBk0CHOVHthWnkuWt"|"6tbjWDEIzxoDsBA1FuhfPW"|"43lok9zd7BW5CoYkXZs7S0"
"I Swear"|"All-4-One"|1994|101|"4WUnM4KNZ0kjp0CUeoyOnS"|"1B8ySGDAiXTCvnJNH4HSCG"|"4L5ZA0GukWNWjsk9b7HHDy"
"Streets of Philadelphia"|"Bruce Springsteen"|1994|101|"3fbnbn6A5O5RNb08tlUEgd"|"3eqjTLE0HfPfh78zjh6TqT"|"211iJYKUbpqrykRsPG27CG"
"Livin La Vida Loca"|"Ricky Martin"|1999|101|"0Ph6L4l8dYUuXFmb71Ajnd"|"7slfeZO9LsJbWgpkIoXBUJ"|"1k1Cr3nlJDa8pvwZUJ5xfj"
"Killing Me Softly With His Song"|"The Fugees"|1996|101|"0Q0IVlqMV64kNLlwjPj0Hl"|"2WKdxPFRD7IqZvlIAvhMgY"|"18XFe4CPBgVezXkxZP6rTb"
"End of the Road"|"Boyz II Men"|1992|101|"3l3xTXsUXeWlkPqzMs7mPD"|"6O74knDqdv3XaWtkII7Xjp"|"3jknvlUSe6D9Oyn2E3JBLO"
"I Dont Want to Miss a Thing"|"Aerosmith"|1998|101|"225xvV8r1yKMHErSWivnow"|"7Ey4PD4MYsKc5I2dolUwbH"|"4f7HKjBnjpMsDBDTHYV890"
"Mambo No 5 "|"Lou Bega"|1999|101|"6x4tKaOzfNJpEJHySoiJcs"|"46lnlnlU0dXTDpoAUmH6Qx"|"13BmLGhVCLBn3XzKB8HIai"
"Smooth"|"Rob Thomas & Santana"|1999|101|"4qUfTdPwpeTKwck2ptbj4h"|"6GI52t8N5F02MxU0g5U69P,3aBkeBhwadnWMWoVJ2CxJC,4BPAFcjUlxoVXqHokjB9WT"|"4gZuhUyDg1VRwosegw9pU2"
"All For Love"|"Bryan Adams, Rod Stewart & Sting"|1994|101|"0Hy5yl3PdW3M1PpP3GZcQn"|"0Ld0vmdDnyIyrnTpE6fKCT"|"4c1k6wp0CSeI6QgbFyfrat"
"The Boy is Mine"|"Brandy & Monica"|1998|101|"30lxTiMzVRxp6wLcTn6awC"|"05oH07COxkXKIMt6mIPRee,6qWpPgfKJehZmeJMIeicqW"|"1UxFnrtqZqQXqO9EfpXHFu"
"Smells Like Teen Spirit"|"Nirvana"|1992|6|"5ghIJDpPoe3CfHMGu71E6T"|"6olE6TJLqED3rqDCT0FyPh"|"2guirTSEqLizK7j9i1MTTZ"
"Black Or White"|"Michael Jackson"|1991|101|"2Cy7QY8HPLk925AyNAt6OG"|"3fMbdgg4jU18AjLCKBhRSm"|"77dNyQA0z8dV33M4so4eRY"
"Informer"|"Snow"|1993|101|"2LjiPAQOVazT8sRyXL3XRs"|"3uZFBSsMiooimnprFL9jD1"|"6bNWz7bHK8M0xPfAPmFSRW"
"Barbie Girl"|"Aqua"|1997|101|"2RSOzvKUnfDDrb2nQPfpQU"|"6kBjAFKyd0he7LiA5GQ3Gz"|"7uYn7ZSrXOVlmITyocZs9F"
"Id Do Anything For Love "|"Meat Loaf"|1993|101|"391CwgcBxvUHmEKda2b5In"|"7dnB1wSxbYa8CejeVg98hz"|"2frbTcZJoMRuAbeXpuOx0Z"
"All That She Wants"|"Ace of Base"|1993|101|"6kWJvPfC4DgUpRsXKNa9z9"|"5ksRONqssB7BR161NTtJAm"|"5UwIyIyFzkM7wKeGtRJPgB"
"No Scrubs"|"TLC"|1999|101|"1KGi9sZVMeszgZOWivFpxs"|"0TImkz4nPqjegtVSMZnMRq"|"1CvjjpvqVMoyprsf74bpYW"
"Back For Good"|"Take That"|1995|101|"6vcdzohhBSbNdsZBh5IRpQ"|"1XgFuvRd7r5g0h844A5ZUQ"|"5SjK8QSqZEHMkzlq2LgM8e"
"Blue "|"Eiffel 65"|1999|101|"2yAVzRiEQooPEJ9SYx11L3"|"64rxQRJsLgZwHHyWKB8fiF,5ENS85nZShljwNgg4wFD7D"|"54vbD17F1t5q3yHkj1cX37"
"Without You"|"Mariah Carey"|1994|1|"1kMOJBmpfWD9fir6st9uqS"|"4iHNK0tOyZPYnBU7nGAgpQ"|"2NKxb7pk04CuZab5udkGUl"
"Ill Make Love to You"|"Boyz II Men"|1994|101|"61sQYdFNS6sEBYCyr1q5gn"|"6O74knDqdv3XaWtkII7Xjp"|"1IWhZEOwEoXbOB4a40XaR3"
"I Want it That Way"|"The Backstreet Boys"|1999|101|"6e40mgJiCid5HRAGrbpGA6"|"5rSXSAkZ67PYJSvpUpkOr7"|"1NslKOZobWxINFaFkLol3r"
"Because You Loved Me"|"Celine Dion"|1996|3|"28UMiBhn383n9S7GL4tsxD"|"4S9EykWXhStSc15wEx8QFK"|"2vk0n8aeQSO74VtQBbNDPR"
"Un-Break My Heart"|"Toni Braxton"|1996|101|"5Ihd9HrPvOADyVoonH9ZjB"|"3X458ddYA2YcVWuVIGGOYe"|"6rxtWZH5ua9eANwWdwwf9o"
"Ive Been Thinking About You"|"Londonbeat"|1990|101|"02KLiEs31kxh1krQJezlTL"|"0gcMPgunYh4rX1UOdvZKBn"|"2VMlyvdWmrkvQPqMIITCg3"
"I Believe I Can Fly"|"R Kelly"|1997|101|"2KeRxlnuTrK1d5l5Mpa5De"|"2mxe0TnaNL039ysAj51xPQ"|"5ruZPk2RxBoRzzwYswpXXs"
"Have You Ever Really Loved a Woman?"|"Bryan Adams"|1995|8|"32Gf5A7Hr8RdgggXG0Fdks"|"3Z02hBLubJxuFJfhacLSDc"|"29t8lxRlQIyG4K5Xaydt46"
"Missing"|"Everything But The Girl"|1996|101|"79WrmdVsLbwRTUCiH7cPsa"|"13ccXrK7AmXb4TddMkE7jy"|"0Ia2c7KTHgiw9nphwouaUQ"
"Truly Madly Deeply"|"Savage Garden"|1998|101|"013AWvizllIUEC2FOBzOnh"|"3NRFinRTEqUCfaTTZmk8ek"|"64peTvbTLBDeSBu0GsCRE4"
"One Sweet Day"|"Mariah Carey & Boyz II Men"|1995|101|"0NEMfVkEjxSVjnG0sJms8v"|"21VBNkZvKxrI9zmfFRxXvn"|"7GU33EiKJeaWQCDCWa3sqm"
"Tears in Heaven"|"Eric Clapton"|1992|101|"612VcBshQcy4mpB2utGc3H"|"6PAt558ZEZl0DmdXlnjMgD"|"3ebyEGol0Abc7VAxYf7vEg"
"Men in Black"|"Will Smith"|1997|101|"2FK7fxjzQEXD7Z32HSF0Hl"|"41qil2VaGbD194gaEcmmyx"|"2esWeP8Ln1sXA0jbDmi3Zq"
"Love is All Around"|"Wet Wet Wet"|1994|101|"1DJ7sGOjJmJMKpq7Y3bIki"|"2u0gw0uCWBMiqV7h0N8kai"|"4BhQVXX8rCEmQQPUJxVMH1"
"Genie in a Bottle"|"Christina Aguilera"|1999|101|"11mwFrKvLXCbcVGNxffGyP"|"1l7ZsJRRS8wlW3WfJfPfNS"|"6fpPZS13ImRVpr7Tqs6yP9"
"Waterfalls"|"TLC"|1995|101|"6qspW4YKycviDFjHBOaqUY"|"0TImkz4nPqjegtVSMZnMRq"|"5eg56dCpFn32neJak2vk0f"
"Losing My Religion"|"REM"|1991|5|"3FJADQzwvmHWQkeYcrVeOf"|"2NHCOkNgLrsSSdKEZgcxvI,2sTLQWYys1f2QqpIZ3EOeU"|"1vWo4c4KBE33bhmDd0pD5c"
"Ice Ice Baby"|"Vanilla Ice"|1990|101|"3XVozq1aeqsJwpXrEZrDJ9"|"7GXXMm3DB1VswVcuGyInUd"|"20O6lfaDAoMhUj5TAvVbb6"
"To Be With You"|"Mr Big"|1992|101|"3Mmt6Xk0H6VR92PEp6x3hP"|"5OfhOoKunSnuubxxRML8J3"|"6CrjpyjlfjK95oHF6dvEnQ"
"U Cant Touch This"|"MC Hammer"|1990|101|"1B75hgRqe7A4fwee3g3Wmu"|"2rblp9fJo16ZPTcKDtlmKW"|"4r1WecJyt5FOhglysp9zhN"
"Always"|"Bon Jovi"|1994|101|"2RChe0r2cMoyOvuKobZy44"|"58lV9VcRSjABbAbfWS6skp"|"0tBfLeYdX3oBnl5NVpot4m"
"Fantasy"|"Mariah Carey"|1995|1|"6xkryXuiZU360Lngd4sx13"|"4iHNK0tOyZPYnBU7nGAgpQ"|"1ibYM4abQtSVQFQWvDSo4J"
"Frozen"|"Madonna"|1998|2|"2II03llydk4YnkBBvoYB3B"|"6tbjWDEIzxoDsBA1FuhfPW"|"6cuNyrSmRjBeekioLdLkvI"
"Tubthumping"|"Chumbawamba"|1997|101|"5YScXJKtefsgdskIy60N7A"|"0TcYeHEK9sBtv7xPbKhzHz"|"0x3uUHhj8bCoM5Uzi5FNIv"
"You Are Not Alone"|"Michael Jackson"|1995|101|"3AoeaZs8dFemFJr3JdzOL0"|"3fMbdgg4jU18AjLCKBhRSm"|"3OBhnTLrvkoEEETjFA3Qfk"
