"Stayin Alive"|"Bee Gees"|1978|3|"3mRM4NM8iO7UBqrSigCQFH"|"1LZEQNv7sE11VDY3SdxQeN"|"5YHZaCxCuuK81h4Fimb9rT"
"My Sweet Lord"|"George Harrison"|1971|101|"0qdQUeKVyevrbKhAo0ibxS"|"7FIoB5PHdrMZVC3q2HE5MS"|"4I4xtHaIFOzhZfp1NIHkY6"
"Let it Be"|"The Beatles"|1970|101|"7iN1s7xHE4ifF5povM6A48"|"3WrFJ7ztbogyGnTHbHJFl2"|"0jTGHV5xqHPvEcwL8f6YU5"
"Dancing Queen"|"Abba"|1976|5|"4NtUY5IGzHCaqfZemmAu56"|"0LcJLqbBmaGUft1e9Mm8HV"|"1M4anG49aEs4YimBdj96Oy"
"Youre the One That I Want"|"John Travolta & Olivia Newton-John"|1978|101|"0B9x2BRHqj3Qer7biM3pU3"|"4hKkEHkaqCsyxNxXEsszVH,4BoRxUdrcgbbq1rxJvvhg9"|"1bCuDv7Yn9xYV8JvbRCDUE"
"Imagine"|"John Lennon"|1971|101|"7pKfPomDEeI4TPT6EOYjn9"|"4x1nvY2FN8jxqAFA0DA02H"|"0xzaemKucrJpYhyl7TltAk"
"Bohemian Rhapsody"|"Queen"|1976|101|"7tFiyTwD0nx5a1eklYtX2J"|"1dfeR4HaWDbWqFHLkxsg1d"|"6X9k3hSsvQck2OfKYdBbXr"
"YMCA"|"The Village People"|1978|101|"7Cp69rNBwU0gaFT8zxExlE"|"0dCKce6tJJdHvlWnDMwzPW"|"2eVK2XVbDuXl4uP4N3V28D"
"In the Summertime"|"Mungo Jerry"|1970|101|"3RNyGLgSvmVRZ7xKUp8Wgd"|"2mbvqMGpwLsakeH45p1Jrb"|"30UgyUTvmdYXNo7CeMabXY"
"Heart of Glass"|"Blondie"|1979|101|"0a4agFmqHXxcZl1nho1BxM"|"4tpUmLEVLCGFr93o8hFFIB"|"7mEjsBlRmfP63cH1gdPT6A"
"Kung Fu Fighting"|"Carl Douglas"|1974|101|"40NRm1ZLvZpUSCUXAGGZ8J"|"5Pqx4mXYDGIDcg8E5FYjZ8"|"7wA3s9ug9RoJXi9qGQbSjX"
"Seasons in the Sun"|"Terry Jacks"|1974|101|"0X3d9gx7UDYgcwwkgTeNLR"|"09dDdtfi4mWLdC2BHOrIrl"|"2JcwQwy2KY3CEIzHUC30wG"
"Angie"|"The Rolling Stones"|1973|2|"1TJyjAa6rHkEZZpRS41rUp"|"22bE4uQ6baNwSHPVcDxLCe"|"5Q7oMv5dx9VinYxveFZNsn"
"Le Freak"|"Chic"|1979|101|"7Kszjzps0xbQXyo1pO4KfE"|"0Xf8oDAJYd2D0k3NLI19OV"|"4a1EmaXGBiQ61Y4m6SNcYi"
"Hotel California"|"Eagles"|1977|101|"40riOy7x9W7GXjyGp4pjAv"|"0ECwFtbIWEVNwjlrfc6xoL"|"2widuo17g5CEC66IbzveRu"
"Night Fever"|"Bee Gees"|1978|3|"5KgbyD2lQQlIupAaPjgiXg"|"1LZEQNv7sE11VDY3SdxQeN"|"5YHZaCxCuuK81h4Fimb9rT"
"Tie a Yellow Ribbon round the Old Oak Tree"|"Tony Orlando & Dawn"|1973|101|"5oB6kXycJsphQFzJNlZlBR"|"72NXpYBIaTfEeAAsxXLs0P"|"3OKfSF1oQD0vjLoLNZUOVp"
"Rivers of Babylon"|"Boney M"|1978|101|"78His8pbKjbDQF7aX5asgv"|"54R6Y0I7jGUCveDTtI21nb"|"0txzXbDfTn3vAdx77iCaXd"
"Venus"|"Shocking Blue"|1970|101|"0Z3xhSOhrawLV81YdiDiiJ"|"5WimOFbBnCU5wI6t5PPpEk"|"2vbAImlNuDjPBMdU6T1oRQ"
"If You Leave Me Now"|"Chicago"|1976|101|"0KMGxYKeUzK9wc5DZCt3HT"|"3iDD7bnsjL9J4fO298r0L0"|"4asBn7hzIq2Ka7rDzJN24P"
"I Will Survive"|"Gloria Gaynor"|1979|101|"7cv28LXcjAC3GsXbUvXKbX"|"6V6WCgi7waF55bJmylC4H5"|"2BU2SNYoIPtZvGEJckdIhx"
"Dont Go Breaking My Heart"|"Elton John & Kiki Dee"|1976|101|"7cKUyLDvGKMd12ovtOU0z5"|"3PhoLpVuITZKcymswpck5b,4vjGlQWexbru6aOUCLTVir"|"1SyOCUwocTruZYiY709ZjJ"
"American Pie"|"Don McLean"|1972|101|"1fDsrQ23eTAVFElUMaf38X"|"1gRNBaI4yn6wCCTvRhGWh8"|"10jsW2NYd9blCrDITMh2zS"
"Bridge Over Troubled Water"|"Simon & Garfunkel"|1970|101|"6l8EbYRtQMgKOyc1gcDHF9"|"70cRZdQywnSFp9pnc2WTCE"|"0JwHz5SSvpYWuuCNbtYZoV"
"Born to Be Alive"|"Patrick Hernandez"|1979|101|"3XIEWK1V9n25PS9Vb6axj5"|"1CcEgi464SWZsKY5579u7z"|"0kVK9lFFTzhnEb4ETElbCD"
"Rock Your Baby"|"George McCrae"|1974|101|"16KwF7IrKHTVTitUKH58g3"|"6oV3BNm1Gj2GGgpYknc5TN"|"3qJGzbhk63pzwqzpTr0bxt"
"Tragedy"|"Bee Gees"|1979|3|"6UXXeFqMBGiqjkzQzkMT3E"|"1LZEQNv7sE11VDY3SdxQeN"|"6bddpRTD2imtFdhXqr6MKm"
"Maggie May"|"Rod Stewart"|1971|8|"6rovOdp3HgK1DeAMYDzoA7"|"2y8Jo9CKhJvtfeKOsYzRdT"|"4VykjLwkyfKMZVLrJJVrYh"
"Waterloo"|"Abba"|1974|5|"0RzhMHIsFMbOGh0oWDvNNK"|"0LcJLqbBmaGUft1e9Mm8HV"|"5uRxntcCmBqPyZ98DMmKkx"
"Fernando"|"Abba"|1976|5|"6cwkrjWI1dAsL3p56NsITO"|"0LcJLqbBmaGUft1e9Mm8HV"|"6bFAl6pMgliFZ03E6AaDhr"
"Killing Me Softly With His Song"|"Roberta Flack"|1973|101|"3gsCAGsWr6pUm1Vy7CPPob"|"0W498bDDNlJIrYMKXdpLHA"|"4GxrvKiysSiDU1HHifh1PA"
"Hot Stuff"|"Donna Summer"|1979|101|"2Vnw8zKmjhr1jczUeaqiQg"|"2eogQKWWoohI3BSnoG7E2U"|"4h63dypm4IYSGfCDe2Gcz6"
"I Beg Your Pardon "|"Lynn Anderson"|1971|101|"3g7SYJJkjjI1XLgJIPsTru"|"502FY8XQYRxClWgolQ3Hf2"|"24CPntlOhQNs1rX5eqvtvQ"
"How Deep is Your Love?"|"Bee Gees"|1977|3|"5mFsCguqfdIOTGS0Vy5YUj"|"3fcQI5iYhwISYHwUf3G4Ok"|"4fVss16qeptLgMiAuZCK1o"
"Youre So Vain"|"Carly Simon"|1973|101|"2DnJjbjNTV9Nd5NOa1KGba"|"4FtSnMlCVxCswABUmdhwpm"|"79x0PRGIZv33znrCkPkCZ5"
"Ma Baker"|"Boney M"|1977|101|"1BqnZOkYJbvYLOhN0qPJDm"|"54R6Y0I7jGUCveDTtI21nb"|"4MOaqIKUdWuojXZYgOa7GM"
"Crocodile Rock"|"Elton John"|1973|1|"6WCeFNVAXUtNczb7lqLiZU"|"3PhoLpVuITZKcymswpck5b"|"1reJ8DttK5EGwdyf7y9FBR"
"My Sharona"|"The Knack"|1979|101|"1HOMkjp0nHMaTnfAkslCQj"|"0Nn9YwJzcaeuU1jJL06e3r"|"6H0wsYDvFlATzXHn0IqVpi"
"Without You"|"Harry Nilsson"|1972|101|"6MrILERJLA3Jcq0E9poZsp"|"3RTzAwFprBqiskp550eSJX"|"3EfpOFKjotrMQTFTnxrXaB"
"Too Much Heaven"|"Bee Gees"|1979|3|"6T5GTy1l6dRmagqpNPjdoc"|"1LZEQNv7sE11VDY3SdxQeN"|"6bddpRTD2imtFdhXqr6MKm"
"Pop Muzik"|"M"|1979|101|"0FBeVAGy58YREuZK2rpRVm"|"4ZYjW9vY2BTk1er3xomkwI,5UQO8IQ2YE4eRUrGtHygB8"|"5n9dcCzWXYSZqAFCE64Vl0"
"I Feel Love"|"Donna Summer"|1977|101|"7B7lf3sIze5VR2WuYttn18"|"2eogQKWWoohI3BSnoG7E2U"|"4h63dypm4IYSGfCDe2Gcz6"
"Baker Street"|"Gerry Rafferty"|1978|101|"5gOd6zDC8vhlYjqbQdJVWP"|"7tjbDPvrdvDshcpEMXKRVb"|"35yZZTWeSrszSKjRlFETwf"
"Do Ya Think Im Sexy?"|"Rod Stewart"|1979|8|"3wsPg2KrRYZFi0inIFa41x"|"2y8Jo9CKhJvtfeKOsYzRdT"|"5A6h58VvAuMEhrWK7XxGdh"
"Ring My Bell"|"Anita Ward"|1979|101|"7GK2KVYH8FrTC9zehmjVMd"|"3Dd6jD1AApgtNoU6SJWR7P"|"5G7Hry7SFLrdsvPu12EUyV"
"I Can Help"|"Billy Swan"|1975|101|"4oW1lGOw5Q5OLvoJv92qoE"|"6nNkKMkPl1qBCEW3Al9eVV"|"5fjc7x9genFjAynvs3g1oi"
