"Another Brick in the Wall "|"Pink Floyd"|1980|101|"4gMgiXfqyzZLMhsksGmbQV"|"0k17h0D3J5VfsdmQ1iZtE9"|"5Dbax7G8SWrP9xyzkOvy2F"
"Flashdance... What a Feeling"|"Irene Cara"|1983|101|"5nUpmh8WSlQooSmNEUWDJo"|"3oZa8Xs6IjlIUGLAhVyK4G"|"4ro4iU2CgIVHUAVWVnplWh"
"Bette Davis Eyes"|"Kim Carnes"|1981|101|"0odIT9B9BvOCnXfS0e4lB5"|"5PN2aHIvLEM98XIorsPMhE"|"3iMwQk5yE0UDDKbLCdcxZA"
"Every Breath You Take"|"The Police"|1983|8|"1JSTJqkT5qHq8MDJnJbRE1"|"5NGO30tJxFlKixkPSgXcFE"|"5W9OT0a5iZlBr83a9WMKFY"
"Billie Jean"|"Michael Jackson"|1983|4|"5ChkMS8OtdzJeqyybCc9R5"|"3fMbdgg4jU18AjLCKBhRSm"|"1C2h7mLntPSeVYciMRTF4a"
"I Just Called to Say I Love You"|"Stevie Wonder"|1984|101|"6RNDeRnWsRMjPdNVgupZCs"|"7guDJrEfX3qb6FEbdPA5qi"|"04giHQ9zptJUHUvtIyxL9Z"
"We Are the World"|"USA For Africa"|1985|101|"7p1G7n72t0XpGeGUfJqn0Z"|"6YXFiAdSoHdil8L0EFtCwx"|"6JzJ1Lh9JdwCWwONRps6po"
"Careless Whisper"|"George Michael"|1984|101|"4jDmJ51x1o9NZB5Nxxc7gY"|"19ra5tSw0tWufvUp8GotLo"|"3coLNlyStg9h7f8CZ103Rl"
"Eye of the Tiger"|"Survivor"|1982|101|"2KH16WveTQWT6KOG9Rg6e2"|"26bcq2nyj5GB7uRr558iQg"|"3t3BbpFJiGcXl4jI5CRLLA"
"Like a Prayer"|"Madonna"|1989|1|"1z3ugFmUKoCzGsI6jdY4Ci"|"6tbjWDEIzxoDsBA1FuhfPW"|"43lok9zd7BW5CoYkXZs7S0"
"A Woman in Love"|"Barbra Streisand"|1980|101|"53No4na49hTw82MxrFh2PB"|"7jmTilWYlKOuavFfmQAcu6"|"4vbiEU3GAuEdeJZTZTfv7F"
"I Love Rock n Roll"|"Joan Jett & The Blackhearts"|1982|101|"2Cdvbe2G4hZsnhNMKyGrie"|"1Fmb52lZ6Jv7FMWXXTPO3K"|"555qwe1qUgLdee80TZ2CQt"
"Karma Chameleon"|"Culture Club"|1983|101|"2wSAWEYUHkt92X4SBAPqZE"|"6kz53iCdBSqhQCZ21CoLcc"|"51NPMfa9QfxsYtqzcB2VfY"
"Another Day in Paradise"|"Phil Collins"|1989|5|"1NCuYqMc8hKMb4cpNTcJbD"|"4lxfqrEsLX6N1N4OCSkILp"|"2sS9l8uc3d3UsK9unJyrD8"
" Starting Over"|"John Lennon"|1980|101|"5y0YreEOnQiKFAnCrcFIXz"|"4x1nvY2FN8jxqAFA0DA02H"|"15q7N7Wo307mfjqR29NpjF"
"When Doves Cry"|"Prince"|1984|2|"51H2y6YrNNXcy3dfc3qSbA"|"5a2EaR3hamoenG9rDuVn8j"|"7nXJ5k4XgRj5OLg9m8V3zc"
"Do You Really Want to Hurt Me?"|"Culture Club"|1982|101|"1I6q6nwNjNgik1Qe8Oi0Y7"|"6kz53iCdBSqhQCZ21CoLcc"|"4y1hBzoffx9DaGXbObeC2w"
"Upside Down"|"Diana Ross"|1980|101|"3pbtBomO4Zt5gGiqsYeiBH"|"3MdG05syQeRYPPcClLaUGl"|"3zgDLoVcpVGfFbDZJf3uHI"
"I Wanna Dance With Somebody "|"Whitney Houston"|1987|101|"2tUBqZG2AbRi7Q0BIrVrEj"|"6XpaIBNiVzIetEPCWDvAFP"|"5Vdzprr5cOqXQo44eHeV7t"
"Take On Me"|"A-Ha"|1985|101|"2WfaOiMkCvy7F5fcp2zZ8L"|"2jzc5TC5TVFLXQlBNiIUzE"|"1ER3B6zev5JEAaqhnyyfbf"
"Call Me"|"Blondie"|1980|101|"7HKxTNVlkHsfMLhigmhC0I"|"4tpUmLEVLCGFr93o8hFFIB"|"18fOLsMG8Msf1DEaW0E71K"
"Never Gonna Give You Up"|"Rick Astley"|1987|101|"7GhIk7Il098yCjg4BQjzvb"|"0gxyHStUsqpMadRV0Di1Qt"|"6XhjNHCyCDyyGJRM5mg40G"
"Ebony & Ivory"|"Paul McCartney & Stevie Wonder"|1982|101|"4FMsosqfH59bQ4mIk4XdK2"|"6a0BBOX5CU1axe2rnKbXks"|"1yOaOzcAEr7hZWjrQeAwc1"
"Beat It"|"Michael Jackson"|1983|4|"1OOtq8tRnDM8kG2gqUPjAj"|"3fMbdgg4jU18AjLCKBhRSm"|"1C2h7mLntPSeVYciMRTF4a"
"Stars On 45"|"Starsound"|1981|101|"3MJOiicdOtPcXg0uuvM1VL"|"4r8b3Hr0AMhzhAg75le0Gx"|"1C2h7mLntPSeVYciMRTF4a"
" Physical"|"Olivia Newton-John"|1981|101|"3hVrI7snZMTmHCnbwME47u"|"4BoRxUdrcgbbq1rxJvvhg9"|"4L84oUhMXsdbKSJ5LUuOQl"
